city,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,cloud_cover_percent,condition,play_cricket
Ahmedabad,34.7,54,30.3,0.6,46,Cloudy,Yes
Hyderabad,25.0,73,20.1,2.3,74,Cloudy,No
Delhi,23.5,35,30.8,2.5,0,Sunny,No
Kolkata,30.6,46,13.2,4.0,53,Cloudy,No
Chennai,20.6,36,8.9,1.0,12,Sunny,Yes
Lucknow,36.9,36,15.0,5.3,76,Rainy,No
Hyderabad,26.8,70,9.9,0.0,44,Cloudy,Yes
Delhi,39.7,84,7.6,1.3,67,Cloudy,No
Jaipur,27.9,57,10.6,2.6,69,Cloudy,Yes
Lucknow,18.2,68,24.2,0.0,26,Sunny,No
Chennai,21.4,50,11.0,0.1,34,Sunny,Yes
Bengaluru,33.8,92,16.4,2.7,28,Sunny,No
Hyderabad,36.7,96,8.0,3.0,56,Cloudy,No
Hyderabad,23.6,61,15.2,5.1,100,Rainy,No
Ahmedabad,25.7,44,22.4,0.0,51,Cloudy,Yes
Chennai,31.1,65,10.9,0.0,63,Cloudy,Yes
Jaipur,24.7,82,19.7,0.5,21,Sunny,Yes
Hyderabad,33.5,55,32.2,1.2,45,Cloudy,No
Hyderabad,35.0,38,17.4,0.1,61,Cloudy,Yes
Hyderabad,32.8,45,9.7,0.2,59,Cloudy,Yes
Pune,40.9,36,10.7,0.5,86,Overcast,No
Jaipur,27.7,40,30.9,11.3,100,Rainy,No
Jaipur,42.2,57,13.4,0.5,82,Overcast,Yes
Mumbai,28.4,76,29.2,0.0,63,Cloudy,Yes
Hyderabad,35.6,80,10.3,0.0,20,Sunny,Yes
Lucknow,28.0,69,10.1,0.2,28,Sunny,Yes
Bengaluru,29.4,98,20.7,0.0,20,Sunny,No
Hyderabad,23.6,78,8.0,2.3,62,Cloudy,Yes
Pune,33.2,38,15.0,0.3,42,Cloudy,Yes
Mumbai,31.8,73,21.4,2.7,54,Cloudy,No
Delhi,35.2,70,23.0,1.8,60,Cloudy,No
Jaipur,21.1,79,6.9,1.9,77,Overcast,Yes
Chennai,31.6,39,4.0,0.3,75,Overcast,Yes
Pune,23.2,53,15.6,1.3,58,Cloudy,Yes
Hyderabad,30.8,90,15.3,3.6,67,Cloudy,No
Hyderabad,25.4,97,2.5,1.2,57,Cloudy,No
Delhi,30.8,48,13.6,1.4,35,Sunny,Yes
Hyderabad,33.6,84,9.5,1.7,57,Cloudy,No
Delhi,28.1,96,12.0,0.5,31,Sunny,Yes
Kolkata,30.7,44,9.2,3.7,74,Cloudy,No
Hyderabad,38.5,53,13.6,2.0,43,Cloudy,No
Pune,24.7,71,7.7,1.7,44,Cloudy,Yes
Hyderabad,37.4,88,15.7,0.5,58,Cloudy,No
Jaipur,41.1,31,16.5,4.8,40,Cloudy,No
Pune,35.7,75,17.5,0.3,13,Sunny,Yes
Mumbai,35.0,59,18.5,0.3,56,Cloudy,Yes
Chennai,34.5,94,26.3,5.4,69,Rainy,No
Chennai,18.4,91,9.4,0.8,65,Cloudy,No
Bengaluru,33.3,93,18.3,0.9,45,Cloudy,Yes
Chennai,32.5,64,32.1,1.1,22,Sunny,No
Pune,23.9,62,19.3,0.0,51,Cloudy,Yes
Lucknow,35.1,51,9.4,2.6,85,Overcast,No
Pune,21.3,64,14.1,2.8,60,Cloudy,Yes
Ahmedabad,21.9,64,20.9,0.7,49,Cloudy,Yes
Lucknow,39.0,54,16.4,8.4,79,Rainy,No
Ahmedabad,20.4,61,26.3,1.6,73,Cloudy,No
Delhi,32.5,30,15.9,10.7,100,Rainy,No
Chennai,24.5,54,24.2,0.0,17,Sunny,Yes
Mumbai,21.5,69,8.3,0.4,40,Cloudy,Yes
Chennai,22.5,35,10.4,3.0,62,Cloudy,No
Mumbai,27.2,37,6.8,0.6,26,Sunny,Yes
Ahmedabad,31.9,90,8.2,0.1,69,Cloudy,Yes
Ahmedabad,24.6,59,11.6,0.2,17,Sunny,Yes
Delhi,27.2,38,5.7,3.0,64,Cloudy,No
Mumbai,35.7,48,19.4,1.5,50,Cloudy,No
Mumbai,27.2,39,16.6,2.3,66,Cloudy,Yes
Bengaluru,25.5,53,17.5,9.0,100,Rainy,No
Chennai,32.9,95,15.9,2.5,84,Overcast,No
Chennai,30.1,41,6.7,0.0,90,Overcast,Yes
Jaipur,37.0,52,14.6,0.6,16,Sunny,Yes
Hyderabad,20.7,43,10.1,0.0,12,Sunny,Yes
Jaipur,27.9,66,23.6,7.0,100,Rainy,No
Chennai,25.8,88,25.8,0.2,51,Cloudy,No
Delhi,24.0,52,22.5,0.0,40,Cloudy,Yes
Mumbai,31.7,40,5.9,0.0,47,Cloudy,Yes
Kolkata,34.8,35,32.4,0.0,22,Sunny,Yes
Hyderabad,38.9,52,9.6,0.8,46,Cloudy,Yes
Ahmedabad,29.2,87,18.3,6.5,92,Rainy,No
Delhi,34.1,41,30.9,4.6,71,Cloudy,No
Hyderabad,19.7,83,11.5,0.3,43,Cloudy,No
Delhi,33.0,71,25.3,6.4,67,Rainy,No
Kolkata,28.7,48,23.6,1.9,56,Cloudy,No
Lucknow,31.3,58,24.0,2.7,64,Cloudy,No
Kolkata,26.5,67,12.8,0.0,41,Cloudy,Yes
Ahmedabad,29.9,51,19.0,0.3,79,Overcast,Yes
Mumbai,32.6,72,9.7,3.9,59,Cloudy,No
Jaipur,32.2,83,14.8,2.0,74,Cloudy,No
Jaipur,37.4,33,17.8,7.5,71,Rainy,No
Bengaluru,24.5,60,18.7,0.0,58,Cloudy,Yes
Jaipur,19.9,80,17.6,5.2,48,Rainy,No
Pune,24.2,92,5.4,1.3,54,Cloudy,No
Hyderabad,30.7,82,9.0,1.8,60,Cloudy,No
Mumbai,29.6,67,20.8,1.7,62,Cloudy,No
Hyderabad,39.7,65,19.9,0.6,38,Sunny,Yes
Mumbai,28.1,69,4.1,0.0,74,Cloudy,Yes
Chennai,37.2,46,24.6,7.2,100,Rainy,No
Mumbai,32.0,77,25.0,0.8,52,Cloudy,Yes
Lucknow,29.5,94,3.7,4.4,89,Overcast,No
Chennai,33.1,42,2.2,0.0,59,Cloudy,Yes
Hyderabad,28.1,84,12.1,0.1,22,Sunny,Yes
Chennai,41.8,72,2.4,0.1,85,Overcast,No
Lucknow,29.5,48,10.4,1.7,66,Cloudy,Yes
Pune,23.7,45,9.1,1.8,70,Cloudy,Yes
Lucknow,22.8,82,14.9,0.7,23,Sunny,Yes
Pune,35.7,40,10.4,0.0,0,Sunny,Yes
Jaipur,33.3,70,18.5,0.2,40,Cloudy,Yes
Jaipur,26.3,75,19.6,3.6,37,Sunny,No
Mumbai,33.3,64,13.8,0.0,32,Sunny,Yes
Hyderabad,30.4,32,22.3,0.0,10,Sunny,Yes
Ahmedabad,36.1,95,13.4,0.0,71,Cloudy,No
Delhi,24.1,62,23.7,14.0,100,Rainy,No
Jaipur,42.6,44,9.8,1.2,58,Cloudy,No
Kolkata,30.8,84,19.0,0.6,70,Cloudy,Yes
Ahmedabad,30.8,73,3.6,3.9,48,Cloudy,No
Pune,31.2,85,15.1,2.5,53,Cloudy,No
Mumbai,29.1,87,19.8,1.0,65,Cloudy,No
Delhi,31.4,67,14.7,7.9,85,Rainy,No
Hyderabad,31.7,84,9.3,7.0,70,Rainy,No
Hyderabad,31.5,84,18.3,0.8,37,Sunny,Yes
Jaipur,27.0,79,11.6,1.4,52,Cloudy,Yes
Mumbai,34.0,95,12.4,0.1,31,Sunny,Yes
Delhi,28.1,74,18.5,0.0,69,Cloudy,Yes
Delhi,31.9,82,9.4,4.7,53,Cloudy,No
Ahmedabad,23.9,34,29.3,4.6,68,Cloudy,No
Mumbai,26.4,79,7.3,6.0,66,Rainy,No
Lucknow,26.6,34,17.0,0.0,33,Sunny,Yes
Hyderabad,32.1,36,6.2,0.0,59,Cloudy,Yes
Kolkata,29.7,81,4.3,2.7,53,Cloudy,No
Jaipur,26.1,64,20.4,6.9,100,Rainy,No
Pune,28.7,86,11.9,0.3,59,Cloudy,Yes
Pune,35.7,78,13.3,0.7,45,Cloudy,Yes
Hyderabad,37.3,55,23.0,0.0,88,Overcast,No
Mumbai,38.8,94,13.8,3.1,51,Cloudy,No
Jaipur,24.8,74,23.0,0.0,66,Cloudy,Yes
Lucknow,33.1,92,32.6,0.0,63,Cloudy,No
Hyderabad,27.5,73,1.1,2.2,60,Cloudy,Yes
Hyderabad,35.2,69,7.3,0.0,24,Sunny,Yes
Lucknow,39.1,37,10.0,2.1,34,Sunny,No
Lucknow,36.9,93,13.7,3.3,83,Overcast,No
Bengaluru,37.9,59,20.3,0.0,67,Cloudy,No
Hyderabad,24.2,46,16.5,3.6,73,Cloudy,No
Bengaluru,21.8,53,23.1,0.0,75,Overcast,Yes
Kolkata,31.3,66,6.4,1.2,66,Cloudy,Yes
Ahmedabad,21.2,78,9.5,0.0,79,Overcast,Yes
Mumbai,29.8,60,13.2,0.0,48,Cloudy,Yes
Chennai,20.6,62,12.0,0.1,67,Cloudy,Yes
Jaipur,23.3,81,15.1,0.0,66,Cloudy,Yes
Hyderabad,23.7,32,14.9,0.0,82,Overcast,Yes
Hyderabad,25.8,81,5.9,0.0,65,Cloudy,Yes
Bengaluru,31.3,48,6.7,5.5,62,Rainy,No
Jaipur,36.8,68,27.1,3.9,79,Overcast,No
Chennai,33.0,86,25.2,0.0,39,Sunny,No
Pune,37.4,46,10.9,1.4,18,Sunny,No
Pune,35.5,82,12.6,3.6,83,Overcast,No
Kolkata,27.0,36,18.5,4.2,70,Cloudy,No
Kolkata,26.6,87,23.2,1.6,35,Sunny,No
Chennai,36.5,34,8.3,1.7,18,Sunny,No
Jaipur,26.2,92,15.4,4.6,74,Cloudy,No
Pune,22.3,59,9.4,2.3,29,Sunny,Yes
Pune,34.9,38,15.8,3.8,63,Cloudy,No
Mumbai,29.9,34,25.3,0.0,51,Cloudy,Yes
Chennai,38.8,30,23.4,2.5,46,Cloudy,No
Bengaluru,22.9,76,27.5,0.0,56,Cloudy,Yes
Hyderabad,23.5,65,6.9,0.1,82,Overcast,Yes
Jaipur,23.9,37,22.9,5.0,86,Rainy,No
Delhi,29.4,98,10.4,0.0,82,Overcast,Yes
Kolkata,37.4,48,12.4,2.4,35,Sunny,No
Pune,30.9,64,8.8,0.0,83,Overcast,Yes
Jaipur,20.1,60,15.9,0.2,75,Overcast,Yes
Chennai,37.9,80,9.2,0.0,55,Cloudy,Yes
Lucknow,18.0,50,7.5,0.0,26,Sunny,Yes
Jaipur,33.1,96,3.2,0.9,7,Sunny,Yes
Bengaluru,32.9,80,8.1,1.7,57,Cloudy,Yes
Chennai,38.4,73,12.3,3.2,57,Cloudy,No
Ahmedabad,27.9,61,27.1,4.2,24,Sunny,No
Pune,23.2,84,19.6,0.0,19,Sunny,Yes
Bengaluru,20.2,92,17.0,9.9,98,Rainy,No
Kolkata,33.6,52,16.7,19.7,100,Rainy,No
Ahmedabad,29.3,92,24.7,3.0,67,Cloudy,No
Ahmedabad,28.2,75,13.4,0.7,5,Sunny,Yes
Mumbai,35.9,47,18.7,3.3,44,Cloudy,No
Bengaluru,16.8,76,16.2,2.9,68,Cloudy,No
Jaipur,26.1,86,6.4,0.5,59,Cloudy,Yes
Pune,32.5,84,15.2,0.4,58,Cloudy,Yes
Pune,27.8,52,12.1,0.0,35,Sunny,Yes
Hyderabad,32.9,76,7.5,0.0,86,Overcast,Yes
Hyderabad,37.2,68,10.0,6.7,74,Rainy,No
Jaipur,38.3,40,22.9,1.4,88,Overcast,No
Hyderabad,31.3,76,13.3,5.4,70,Rainy,No
Hyderabad,38.1,68,13.1,0.0,68,Cloudy,Yes
Chennai,34.6,92,22.8,9.7,94,Rainy,No
Delhi,27.8,49,23.8,0.0,27,Sunny,Yes
Mumbai,20.8,88,1.8,0.0,78,Overcast,Yes
Chennai,25.5,71,24.5,4.5,76,Overcast,No
Kolkata,30.2,80,0.8,1.2,36,Sunny,Yes
Ahmedabad,35.1,96,22.2,0.0,44,Cloudy,No
Ahmedabad,24.8,79,14.6,0.0,30,Sunny,Yes
Lucknow,33.3,58,21.7,3.7,42,Cloudy,No
Delhi,32.0,81,25.6,3.6,67,Cloudy,No
Jaipur,39.0,96,16.9,3.0,48,Cloudy,No
Delhi,25.6,40,0.5,2.2,37,Sunny,Yes
Mumbai,20.0,46,25.0,0.0,37,Sunny,Yes
Kolkata,33.8,42,17.5,1.1,68,Cloudy,Yes
Kolkata,42.2,72,16.4,7.9,100,Rainy,No
Mumbai,25.8,39,26.5,3.9,64,Cloudy,No
Ahmedabad,33.8,72,24.8,0.3,47,Cloudy,Yes
Hyderabad,24.6,72,10.8,0.0,59,Cloudy,Yes
Delhi,23.6,70,8.3,3.6,47,Cloudy,No
Mumbai,37.4,42,29.2,0.0,31,Sunny,No
Ahmedabad,36.6,61,3.2,0.0,37,Sunny,Yes
Bengaluru,31.4,30,3.4,2.8,30,Sunny,Yes
Pune,37.5,34,14.9,4.9,96,Overcast,No
Bengaluru,40.2,38,13.7,3.8,30,Sunny,No
Jaipur,33.7,71,12.6,10.8,100,Rainy,No
Ahmedabad,26.6,73,11.1,6.4,40,Rainy,No
Pune,26.7,33,17.2,0.5,23,Sunny,Yes
Lucknow,34.8,30,9.7,1.8,81,Overcast,Yes
Jaipur,28.5,33,5.9,1.2,40,Cloudy,Yes
Jaipur,21.6,78,21.2,0.0,18,Sunny,Yes
Chennai,30.8,66,21.4,0.0,50,Cloudy,Yes
Delhi,35.3,66,3.0,7.1,78,Rainy,No
Pune,32.2,54,19.7,0.5,54,Cloudy,Yes
Jaipur,31.8,87,10.3,1.6,39,Sunny,No
Chennai,33.5,37,16.1,3.7,69,Cloudy,No
Hyderabad,36.1,36,21.8,15.3,100,Rainy,No
Pune,32.5,88,14.1,7.2,77,Rainy,No
Pune,26.8,55,19.8,2.3,38,Sunny,Yes
Chennai,32.9,61,20.0,0.0,60,Cloudy,Yes
Hyderabad,27.7,66,21.9,9.7,100,Rainy,No
Kolkata,32.8,86,9.6,9.4,75,Rainy,No
Hyderabad,31.9,71,6.2,4.4,66,Cloudy,No
Chennai,29.8,49,17.6,3.2,43,Cloudy,No
Lucknow,41.4,49,23.6,2.5,78,Overcast,No
Chennai,35.8,94,17.0,0.4,38,Sunny,No
Lucknow,33.0,61,9.7,6.8,79,Rainy,No
Lucknow,39.2,94,19.0,0.2,49,Cloudy,No
Delhi,36.4,38,14.8,1.1,77,Overcast,No
Delhi,30.3,91,17.7,1.1,25,Sunny,No
Kolkata,29.6,96,11.5,8.2,100,Rainy,No
Chennai,33.1,30,22.8,1.4,28,Sunny,No
Mumbai,25.9,58,6.8,0.8,33,Sunny,Yes
Lucknow,41.9,93,7.6,0.0,44,Cloudy,No
Hyderabad,39.0,81,21.0,1.6,29,Sunny,No
Ahmedabad,36.6,69,12.3,1.2,87,Overcast,No
Lucknow,21.3,67,7.0,0.8,22,Sunny,Yes
Hyderabad,35.2,53,6.3,7.9,100,Rainy,No
Ahmedabad,30.8,32,3.7,1.3,62,Cloudy,Yes
Kolkata,34.9,69,15.6,1.4,40,Cloudy,Yes
Ahmedabad,21.8,32,23.8,1.2,49,Cloudy,No
Bengaluru,35.0,96,19.9,2.8,26,Sunny,No
Ahmedabad,31.6,97,21.4,1.2,100,Overcast,No
Ahmedabad,26.1,64,11.5,2.3,100,Overcast,No
Pune,40.8,50,10.3,5.1,75,Rainy,No
Lucknow,34.7,89,9.9,0.0,68,Cloudy,Yes
Ahmedabad,22.6,50,18.1,6.3,89,Rainy,No
Jaipur,30.1,68,27.3,6.9,72,Rainy,No
Lucknow,29.3,92,15.7,1.7,53,Cloudy,No
Hyderabad,30.0,97,12.7,8.5,87,Rainy,No
Delhi,21.7,91,13.3,0.0,49,Cloudy,Yes
Mumbai,28.8,89,11.9,0.0,54,Cloudy,Yes
Ahmedabad,34.1,68,22.5,1.8,57,Cloudy,No
Bengaluru,23.2,72,4.4,2.1,57,Cloudy,Yes
Kolkata,27.1,83,3.6,1.8,31,Sunny,No
Delhi,25.8,67,9.4,0.5,49,Cloudy,Yes
Kolkata,31.6,39,3.0,0.2,59,Cloudy,Yes
Mumbai,28.4,53,22.6,0.5,52,Cloudy,Yes
Kolkata,32.6,89,26.0,5.7,59,Rainy,No
Ahmedabad,27.4,61,11.3,2.6,37,Sunny,Yes
Jaipur,23.9,68,30.0,0.7,55,Cloudy,Yes
Lucknow,35.6,33,11.7,1.6,41,Cloudy,No
Jaipur,25.8,66,17.7,2.1,36,Sunny,Yes
Chennai,36.5,32,17.0,3.6,72,Cloudy,No
Bengaluru,31.7,97,5.7,0.6,62,Cloudy,Yes
Kolkata,20.9,76,13.0,0.0,79,Overcast,Yes
Pune,23.4,81,10.9,7.2,100,Rainy,No
Kolkata,29.6,87,18.5,1.7,62,Cloudy,No
Ahmedabad,41.9,49,11.5,1.4,46,Cloudy,No
Pune,40.9,32,15.2,1.7,27,Sunny,No
Jaipur,32.5,44,16.9,3.2,75,Overcast,No
Pune,26.9,92,26.3,4.8,63,Cloudy,No
Bengaluru,20.8,78,19.2,0.0,40,Cloudy,Yes
Bengaluru,35.4,54,19.0,2.2,67,Cloudy,No
Ahmedabad,25.1,47,15.4,0.1,6,Sunny,Yes
Pune,17.8,76,18.8,2.0,69,Cloudy,No
Delhi,31.8,96,15.9,0.0,76,Overcast,Yes
Hyderabad,29.9,64,16.0,11.6,100,Rainy,No
Chennai,31.5,89,13.4,0.0,53,Cloudy,Yes
Bengaluru,28.8,81,9.0,0.0,23,Sunny,Yes
Delhi,35.0,39,11.6,0.0,50,Cloudy,Yes
Delhi,29.0,77,9.1,0.3,62,Cloudy,Yes
Chennai,35.8,85,15.2,2.7,61,Cloudy,No
Delhi,19.7,79,14.6,0.0,44,Cloudy,Yes
Hyderabad,28.5,49,10.0,0.0,48,Cloudy,Yes
Lucknow,27.3,39,16.8,2.2,50,Cloudy,Yes
Lucknow,31.3,51,17.9,0.4,19,Sunny,Yes
Ahmedabad,30.5,80,5.3,2.8,39,Sunny,Yes
Bengaluru,26.8,66,4.0,4.7,100,Overcast,No
Jaipur,21.3,40,11.8,1.8,57,Cloudy,Yes
Pune,33.8,38,13.6,4.1,77,Overcast,No
Lucknow,28.8,71,11.0,0.0,65,Cloudy,Yes
Pune,31.9,90,22.3,5.1,65,Rainy,No
Bengaluru,23.0,71,21.5,1.2,67,Cloudy,No
Chennai,28.2,97,28.5,0.0,68,Cloudy,No
Lucknow,29.9,31,18.1,0.4,64,Cloudy,Yes
Lucknow,23.0,64,23.1,7.1,69,Rainy,No
Lucknow,26.7,70,6.0,0.0,14,Sunny,Yes
Chennai,29.6,78,18.1,2.2,57,Cloudy,Yes
Ahmedabad,38.2,45,7.5,0.0,63,Cloudy,Yes
Mumbai,28.5,83,17.3,0.8,43,Cloudy,Yes
Chennai,20.1,66,10.3,0.0,45,Cloudy,Yes
Jaipur,20.5,90,9.3,0.3,53,Cloudy,Yes
Jaipur,27.2,54,7.0,0.0,52,Cloudy,Yes
Jaipur,34.2,42,29.3,0.8,63,Cloudy,Yes
Delhi,28.7,78,5.4,0.0,54,Cloudy,Yes
Kolkata,29.6,35,31.5,0.0,53,Cloudy,Yes
Lucknow,22.9,75,8.4,3.2,56,Cloudy,No
Chennai,33.5,75,8.4,7.2,83,Rainy,No
Delhi,33.8,69,1.6,0.0,32,Sunny,Yes
Delhi,31.1,85,9.1,1.0,43,Cloudy,No
Jaipur,27.9,36,9.6,0.5,43,Cloudy,Yes
Delhi,33.6,40,11.2,1.8,52,Cloudy,Yes
Chennai,25.8,38,12.1,0.0,55,Cloudy,Yes
Kolkata,29.0,70,11.9,1.2,53,Cloudy,Yes
Pune,27.6,55,16.7,1.8,69,Cloudy,Yes
Ahmedabad,21.1,56,3.4,0.3,2,Sunny,Yes
Ahmedabad,31.0,39,15.1,3.3,57,Cloudy,No
Pune,37.4,64,2.9,0.0,27,Sunny,Yes
Delhi,23.8,88,8.2,0.0,60,Cloudy,Yes
Jaipur,28.9,58,11.4,3.7,94,Overcast,No
Hyderabad,30.5,75,14.2,11.5,100,Rainy,No
Kolkata,25.7,96,22.8,1.7,79,Overcast,No
Ahmedabad,26.5,69,2.9,10.7,100,Rainy,No
Lucknow,35.2,33,20.4,0.0,77,Overcast,No
Bengaluru,17.7,41,18.6,0.4,88,Overcast,No
Delhi,32.7,52,2.9,1.0,42,Cloudy,Yes
Bengaluru,29.4,82,20.3,0.0,57,Cloudy,No
Chennai,19.6,72,4.4,0.0,39,Sunny,Yes
Pune,40.2,36,16.9,0.3,54,Cloudy,Yes
Lucknow,34.8,64,23.5,0.0,40,Cloudy,Yes
Kolkata,36.8,49,15.7,0.0,39,Sunny,Yes
Lucknow,33.2,88,17.8,0.0,51,Cloudy,Yes
Chennai,25.4,73,7.0,1.9,41,Cloudy,Yes
Kolkata,33.2,62,7.5,1.8,52,Cloudy,Yes
Bengaluru,26.0,54,5.0,7.6,100,Rainy,No
Mumbai,36.1,41,10.4,2.1,49,Cloudy,No
Lucknow,33.3,75,11.2,0.0,35,Sunny,Yes
Chennai,22.4,60,14.4,3.2,64,Cloudy,No
Mumbai,41.2,71,13.3,4.3,73,Cloudy,No
Mumbai,31.2,83,20.7,0.2,31,Sunny,No
Jaipur,33.2,80,4.8,0.0,13,Sunny,Yes
Kolkata,26.5,42,12.2,1.7,16,Sunny,Yes
Delhi,28.0,37,18.4,10.4,100,Rainy,No
Hyderabad,32.1,69,3.4,12.5,100,Rainy,No
Mumbai,39.6,37,20.3,5.1,76,Rainy,No
Kolkata,27.0,79,10.9,3.0,78,Overcast,No
Lucknow,32.8,92,11.1,9.4,100,Rainy,No
Chennai,33.2,41,23.3,0.0,57,Cloudy,Yes
Mumbai,36.4,88,15.8,2.4,44,Cloudy,No
Lucknow,25.1,61,13.6,2.6,76,Overcast,Yes
Delhi,36.4,69,5.6,0.0,25,Sunny,Yes
Ahmedabad,39.9,52,2.7,1.3,73,Cloudy,No
Hyderabad,31.0,76,19.0,5.6,95,Rainy,No
Chennai,30.7,68,11.9,2.6,58,Cloudy,Yes
Mumbai,20.7,59,17.3,7.7,90,Rainy,No
Jaipur,32.4,94,19.4,4.3,46,Cloudy,No
Bengaluru,28.9,66,9.7,1.8,63,Cloudy,Yes
Kolkata,29.7,44,10.4,0.0,70,Cloudy,Yes
Ahmedabad,26.1,77,11.7,0.1,61,Cloudy,Yes
Chennai,31.0,67,20.0,22.2,100,Rainy,No
Kolkata,38.8,77,9.1,0.5,44,Cloudy,Yes
Pune,27.9,69,7.7,6.8,87,Rainy,No
Hyderabad,18.3,70,8.0,4.9,50,Cloudy,No
Pune,18.5,83,10.2,0.0,58,Cloudy,No
Hyderabad,33.0,36,7.5,0.0,38,Sunny,Yes
Mumbai,35.7,54,7.1,0.8,26,Sunny,Yes
Delhi,33.5,62,16.9,3.1,65,Cloudy,No
Chennai,35.6,43,8.4,0.0,38,Sunny,Yes
Pune,22.2,74,13.1,2.3,5,Sunny,Yes
Mumbai,26.0,60,19.3,0.9,66,Cloudy,Yes
Jaipur,23.9,56,11.9,1.2,21,Sunny,Yes
Delhi,23.2,37,6.9,1.8,47,Cloudy,Yes
Bengaluru,29.0,56,13.2,7.8,88,Rainy,No
Kolkata,23.2,43,10.7,3.1,46,Cloudy,No
Delhi,31.5,57,26.9,3.2,90,Overcast,No
Lucknow,24.9,89,21.7,0.0,35,Sunny,No
Delhi,38.2,39,11.6,0.0,27,Sunny,Yes
Bengaluru,32.7,31,9.2,0.0,44,Cloudy,Yes
Lucknow,23.1,41,17.4,0.4,13,Sunny,Yes
Delhi,24.5,92,24.7,0.0,44,Cloudy,No
Pune,30.4,76,25.1,0.7,20,Sunny,Yes
Delhi,27.3,64,23.3,6.9,100,Rainy,No
Mumbai,31.0,36,11.5,3.8,71,Cloudy,No
Mumbai,29.3,90,6.9,3.6,85,Overcast,No
Kolkata,37.3,91,34.4,0.0,22,Sunny,No
Ahmedabad,38.4,39,18.6,8.8,98,Rainy,No
Delhi,29.6,39,29.4,0.0,54,Cloudy,Yes
Delhi,34.8,49,27.5,5.5,93,Rainy,No
Hyderabad,25.1,78,7.0,0.2,19,Sunny,Yes
Kolkata,20.5,71,10.8,3.5,93,Overcast,No
Kolkata,32.9,41,8.8,3.8,75,Overcast,No
Delhi,34.5,83,14.0,1.3,57,Cloudy,No
Chennai,19.2,65,21.1,0.0,0,Sunny,No
Bengaluru,30.4,60,8.5,1.6,66,Cloudy,Yes
Bengaluru,38.3,95,20.6,0.5,60,Cloudy,No
Mumbai,32.7,32,26.0,0.0,73,Cloudy,Yes
Pune,42.9,76,19.0,0.9,85,Overcast,No
Bengaluru,40.6,84,16.7,1.0,43,Cloudy,No
Kolkata,29.8,30,12.0,0.9,42,Cloudy,Yes
Bengaluru,19.2,42,27.5,8.9,100,Rainy,No
Chennai,24.1,95,17.9,1.9,46,Cloudy,No
Pune,23.9,68,9.1,0.8,39,Sunny,Yes
Kolkata,27.1,55,14.8,2.1,24,Sunny,Yes
Delhi,26.9,75,17.6,1.4,45,Cloudy,Yes
Chennai,32.3,62,19.9,2.6,68,Cloudy,Yes
Delhi,30.9,42,14.5,0.7,59,Cloudy,Yes
Ahmedabad,27.9,43,12.9,3.3,92,Overcast,No
Delhi,26.4,47,25.9,0.1,17,Sunny,Yes
Pune,27.0,33,10.9,0.0,75,Overcast,Yes
Hyderabad,27.7,43,14.2,2.9,84,Overcast,Yes
Pune,39.9,93,1.8,3.6,46,Cloudy,No
Pune,29.2,70,21.1,0.0,39,Sunny,Yes
Pune,27.8,37,8.8,3.3,97,Overcast,No
Mumbai,22.8,83,24.8,1.3,4,Sunny,No
Pune,33.4,44,18.2,0.0,40,Cloudy,Yes
Kolkata,35.3,84,26.6,3.3,59,Cloudy,No
Lucknow,23.5,73,21.8,0.0,36,Sunny,Yes
Mumbai,30.4,36,12.3,0.0,64,Cloudy,Yes
Bengaluru,22.0,82,27.5,0.0,71,Cloudy,No
Kolkata,39.0,57,15.4,1.4,75,Overcast,No
Hyderabad,24.0,89,2.8,1.3,62,Cloudy,No
Hyderabad,34.6,36,18.3,0.0,60,Cloudy,Yes
Kolkata,35.5,66,12.7,0.9,57,Cloudy,Yes
Pune,34.5,55,19.1,0.2,49,Cloudy,Yes
Mumbai,34.4,83,12.4,1.3,65,Cloudy,No
Bengaluru,30.6,55,3.7,0.3,49,Cloudy,Yes
Chennai,28.5,92,16.6,2.8,48,Cloudy,No
Kolkata,35.9,88,12.1,1.3,82,Overcast,No
Chennai,28.2,81,8.0,0.0,39,Sunny,Yes
Pune,38.6,97,9.2,3.7,63,Cloudy,No
Ahmedabad,28.4,94,23.6,0.6,78,Overcast,No
Bengaluru,33.4,31,10.2,2.7,59,Cloudy,Yes
Mumbai,40.6,92,9.3,0.0,25,Sunny,No
Lucknow,31.6,52,24.5,1.4,34,Sunny,No
Delhi,34.5,97,9.2,1.4,44,Cloudy,No
Chennai,36.2,97,20.4,3.5,58,Cloudy,No
Jaipur,36.3,68,19.3,2.3,67,Cloudy,No
Lucknow,37.4,66,18.4,15.9,100,Rainy,No
Bengaluru,39.5,87,16.8,0.0,24,Sunny,No
Mumbai,25.1,42,18.5,0.7,54,Cloudy,Yes
Chennai,34.2,42,10.2,1.1,68,Cloudy,Yes
Bengaluru,33.5,84,28.0,0.0,32,Sunny,No
Hyderabad,31.0,84,12.0,1.3,72,Cloudy,No
Hyderabad,38.4,48,33.0,0.0,41,Cloudy,No
Pune,41.3,88,1.7,0.0,47,Cloudy,No
Delhi,32.4,48,22.0,3.5,39,Sunny,No
Hyderabad,36.1,35,29.9,1.5,64,Cloudy,No
Ahmedabad,29.9,60,27.2,0.7,89,Overcast,No
Hyderabad,34.7,35,1.7,1.2,61,Cloudy,Yes
